"Data Source","World Development Indicators",

"Last Updated Date","2019-10-28",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
"Dominican Republic","DOM","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.5","95.2416152954102","95.490364074707","95.7315444946289","95.9613723754883","96.1760635375977","96.3718338012695","96.5464477539063","98.9","96.572861","96.949494","96.674673","95.037767","95.524705","95.184958","94.389301","99.606906","99.572317","99.732814","99.767161","99.719573","99.651703","99.88359","99.859908","99.827251","99.9","100","","",
"Algeria","DZA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","99.4990615844727","99.585807800293","99.6849975585938","99.2567375886525","99.8964691162109","99.9654769897461","99.9945755004883","100","100","","",
"East Asia & Pacific (excluding high income)","EAP","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.3656763957606","98.2250224346629","97.33431839248","97.9206464797208","97.9033371432203","97.9997846459036","98.5904317611964","98.2406808217048","98.2598915727705","98.5085241261323","98.4298551084726","98.2402795330486","98.6453398361052","98.447362904526","98.5514268478329","98.6913599777919","98.9203355066759","99.0531246446474","97.9912676661765","98.1662348737497","98.2927711542755","98.3503100488949","98.4530361728025","98.5266321697893","98.6822088640877","98.8156989216663","98.8573579155432","","",
"Early-demographic dividend","EAR","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.5822136858332","89.3792958388069","89.5338916274793","89.8002595787255","90.8489938247675","90.7934303931473","92.3720715526821","92.026543435764","91.552525767819","92.4223437553203","92.8953726472734","93.0834866373613","93.5829917407608","94.1541126796527","94.337962817861","94.9437511745315","96.038014403255","95.8374925724992","95.7116387528555","96.7809892924106","96.9371517636498","97.3786756516594","97.5905344770316","98.0943369641383","98.7721036784518","","",
"East Asia & Pacific","EAS","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.3351272380321","98.0189839331151","98.6524084507033","97.9226248697837","98.3683553906436","98.4352306963856","98.4949333852134","98.9224178102222","98.6440287359913","98.6492716901609","98.8257291612854","98.7582146797641","98.5967368563924","98.9150689819377","98.7510771674901","98.8296773295525","98.9383975898302","99.120625089026","99.2259655233794","98.3404636829126","98.4795183513199","98.5786689289054","98.6210445638011","98.7018370106265","98.7589976367401","98.886079688355","98.9954571556004","99.0275146637974","","",
"Europe & Central Asia (excluding high income)","ECA","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","99.9952696721988","99.9866140581627","99.9793929536469","99.9814318938611","99.9596355779975","99.961891757812","99.9604757357015","99.9544085675179","99.9502294206155","99.9481713261681","99.9305596226341","99.9400957257313","99.9424817721444","99.9629013660912","99.9787542341643","99.9806860212084","99.9837047601584","99.9851018491636","99.994703168028","99.9930727829042","99.9969122910712","99.9973235637621","99.9930634993178","","",
"Europe & Central Asia","ECS","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","99.998305591765","99.9950621699997","99.992385312061","99.9931630550204","99.984930609849","99.9856515016029","99.9851967620675","99.9829267057045","99.9814626542285","99.9807935589115","99.9743917423664","99.978005087333","99.9789713578273","99.9864848756152","99.992273165164","99.9919780936169","99.9932111761229","99.9937843520524","99.99778711986","99.9971022538937","99.9987065135986","99.9988773087485","99.9970852926024","","",
"Ecuador","ECU","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","97.908304","99.0536727905273","99.1050491333008","99.626074","99.289697","99.1498336791992","99.1452789306641","99.1402435302734","99.291127","99.1508483886719","99.668752","99.525886","99.633543","99.586687","98.984382","99.715049","99.783081","99.628858","99.547373","99.83164","99.869408","99.8","100","","",
"Egypt, Arab Rep.","EGY","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.4","98.9271850585938","99.0340042114258","99","99.2098007202148","99.2712020874023","99.3114547729492","99.3345642089844","99.5","99.3515548706055","99.3565444946289","99.7","99.804283142","99.8","99.4681396484375","99.5284042358398","99.9","99.6880798339844","99.674110413","99.8989410400391","99.532821655","99.9936828613281","99.9","100","100","100","","",
"Euro area","EMU","Access to electricity, urban (% of urban population)","EG.ELC.ACCS.UR.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","100","","",
